가게이름,판매량,재고,가격,날짜,요일,카테고리,날씨,공휴일,계절
60년 전통떡집,122,24,3000,2023-10-23 00:00:00,Monday,떡류,맑음,0,가을
60년 전통떡집,15,2,3000,2023-10-24 00:00:00,Tuesday,떡류,눈,0,가을
60년 전통떡집,86,8,3000,2023-10-25 00:00:00,Wednesday,떡류,더움,0,가을
60년 전통떡집,56,8,3000,2023-10-26 00:00:00,Thursday,떡류,더움,0,가을
60년 전통떡집,40,3,3000,2023-10-27 00:00:00,Friday,떡류,맑음,0,가을
60년 전통떡집,102,17,3000,2023-10-28 00:00:00,Saturday,떡류,비,1,가을
60년 전통떡집,53,10,3000,2023-10-29 00:00:00,Sunday,떡류,더움,1,가을
60년 전통떡집,136,17,3000,2023-10-30 00:00:00,Monday,떡류,더움,0,가을
60년 전통떡집,147,13,3000,2023-10-31 00:00:00,Tuesday,떡류,더움,0,가을
60년 전통떡집,484,28,3000,2023-11-01 00:00:00,Wednesday,떡류,흐림,0,가을
60년 전통떡집,33,6,3000,2023-11-02 00:00:00,Thursday,떡류,눈,0,가을
60년 전통떡집,348,26,3000,2023-11-03 00:00:00,Friday,떡류,맑음,0,가을
60년 전통떡집,31,6,3000,2023-11-04 00:00:00,Saturday,떡류,비,1,가을
60년 전통떡집,152,15,3000,2023-11-05 00:00:00,Sunday,떡류,눈,1,가을
60년 전통떡집,185,21,3000,2023-11-06 00:00:00,Monday,떡류,흐림,0,가을
60년 전통떡집,50,8,3000,2023-11-07 00:00:00,Tuesday,떡류,더움,0,가을
60년 전통떡집,36,4,3000,2023-11-08 00:00:00,Wednesday,떡류,비,0,가을
60년 전통떡집,148,27,3000,2023-11-09 00:00:00,Thursday,떡류,더움,0,가을
60년 전통떡집,23,3,3000,2023-11-10 00:00:00,Friday,떡류,눈,0,가을
60년 전통떡집,62,10,3000,2023-11-11 00:00:00,Saturday,떡류,맑음,1,가을
60년 전통떡집,128,8,3000,2023-11-12 00:00:00,Sunday,떡류,눈,1,가을
60년 전통떡집,53,5,3000,2023-11-13 00:00:00,Monday,떡류,비,0,가을
60년 전통떡집,171,11,3000,2023-11-14 00:00:00,Tuesday,떡류,맑음,0,가을
60년 전통떡집,113,21,3000,2023-11-15 00:00:00,Wednesday,떡류,맑음,0,가을
60년 전통떡집,73,13,3000,2023-11-16 00:00:00,Thursday,떡류,흐림,0,가을
60년 전통떡집,59,5,3000,2023-11-17 00:00:00,Friday,떡류,눈,0,가을
60년 전통떡집,42,8,3000,2023-11-18 00:00:00,Saturday,떡류,비,1,가을
60년 전통떡집,181,20,3000,2023-11-19 00:00:00,Sunday,떡류,눈,1,가을
60년 전통떡집,164,15,3000,2023-11-20 00:00:00,Monday,떡류,눈,0,가을
60년 전통떡집,114,13,3000,2023-11-21 00:00:00,Tuesday,떡류,흐림,0,가을
60년 전통떡집,494,28,3000,2023-11-22 00:00:00,Wednesday,떡류,비,0,가을
60년 전통떡집,105,9,3000,2023-11-23 00:00:00,Thursday,떡류,맑음,0,가을
60년 전통떡집,358,24,3000,2023-11-24 00:00:00,Friday,떡류,비,0,가을
60년 전통떡집,499,28,3000,2023-11-25 00:00:00,Saturday,떡류,맑음,1,가을
60년 전통떡집,19,3,3000,2023-11-26 00:00:00,Sunday,떡류,흐림,1,가을
60년 전통떡집,109,20,3000,2023-11-27 00:00:00,Monday,떡류,맑음,0,가을
60년 전통떡집,111,10,3000,2023-11-28 00:00:00,Tuesday,떡류,더움,0,가을
60년 전통떡집,56,6,3000,2023-11-29 00:00:00,Wednesday,떡류,눈,0,가을
60년 전통떡집,110,21,3000,2023-11-30 00:00:00,Thursday,떡류,비,0,가을
60년 전통떡집,21,4,3000,2023-12-01 00:00:00,Friday,떡류,눈,0,겨울
60년 전통떡집,167,30,3000,2023-12-02 00:00:00,Saturday,떡류,눈,1,겨울
60년 전통떡집,144,28,3000,2023-12-03 00:00:00,Sunday,떡류,눈,1,겨울
60년 전통떡집,48,9,3000,2023-12-04 00:00:00,Monday,떡류,흐림,0,겨울
60년 전통떡집,200,15,3000,2023-12-05 00:00:00,Tuesday,떡류,눈,0,겨울
60년 전통떡집,105,18,3000,2023-12-06 00:00:00,Wednesday,떡류,흐림,0,겨울
60년 전통떡집,32,6,3000,2023-12-07 00:00:00,Thursday,떡류,흐림,0,겨울
60년 전통떡집,178,26,3000,2023-12-08 00:00:00,Friday,떡류,눈,0,겨울
60년 전통떡집,186,23,3000,2023-12-09 00:00:00,Saturday,떡류,더움,1,겨울
60년 전통떡집,199,24,3000,2023-12-10 00:00:00,Sunday,떡류,눈,1,겨울
60년 전통떡집,15,2,3000,2023-12-11 00:00:00,Monday,떡류,맑음,0,겨울
60년 전통떡집,351,26,3000,2023-12-12 00:00:00,Tuesday,떡류,흐림,0,겨울
60년 전통떡집,56,5,3000,2023-12-13 00:00:00,Wednesday,떡류,더움,0,겨울
60년 전통떡집,160,26,3000,2023-12-14 00:00:00,Thursday,떡류,비,0,겨울
60년 전통떡집,239,29,3000,2023-12-15 00:00:00,Friday,떡류,더움,0,겨울
60년 전통떡집,346,24,3000,2023-12-16 00:00:00,Saturday,떡류,비,1,겨울
60년 전통떡집,68,13,3000,2023-12-17 00:00:00,Sunday,떡류,맑음,1,겨울
60년 전통떡집,92,11,3000,2023-12-18 00:00:00,Monday,떡류,더움,0,겨울
60년 전통떡집,200,27,3000,2023-12-19 00:00:00,Tuesday,떡류,눈,0,겨울
60년 전통떡집,108,17,3000,2023-12-20 00:00:00,Wednesday,떡류,더움,0,겨울
60년 전통떡집,146,24,3000,2023-12-21 00:00:00,Thursday,떡류,눈,0,겨울
60년 전통떡집,148,20,3000,2023-12-22 00:00:00,Friday,떡류,더움,0,겨울
60년 전통떡집,70,9,3000,2023-12-23 00:00:00,Saturday,떡류,비,1,겨울
60년 전통떡집,174,17,3000,2023-12-24 00:00:00,Sunday,떡류,눈,1,겨울
60년 전통떡집,66,13,3000,2023-12-25 00:00:00,Monday,떡류,더움,0,겨울
60년 전통떡집,110,12,3000,2023-12-26 00:00:00,Tuesday,떡류,흐림,0,겨울
60년 전통떡집,106,14,3000,2023-12-27 00:00:00,Wednesday,떡류,더움,0,겨울
60년 전통떡집,89,17,3000,2023-12-28 00:00:00,Thursday,떡류,흐림,0,겨울
60년 전통떡집,10,2,3000,2023-12-29 00:00:00,Friday,떡류,비,0,겨울
60년 전통떡집,318,24,3000,2023-12-30 00:00:00,Saturday,떡류,흐림,1,겨울
60년 전통떡집,276,29,3000,2023-12-31 00:00:00,Sunday,떡류,맑음,1,겨울
우이락 광장시장점,88,17,5000,2023-01-01 00:00:00,Sunday,분식,맑음,1,겨울
우이락 광장시장점,153,25,5000,2023-01-02 00:00:00,Monday,분식,흐림,0,겨울
우이락 광장시장점,407,29,5000,2023-01-03 00:00:00,Tuesday,분식,눈,0,겨울
우이락 광장시장점,125,23,5000,2023-01-04 00:00:00,Wednesday,분식,비,0,겨울
우이락 광장시장점,41,6,5000,2023-01-05 00:00:00,Thursday,분식,흐림,0,겨울
우이락 광장시장점,140,16,5000,2023-01-06 00:00:00,Friday,분식,더움,0,겨울
우이락 광장시장점,480,28,5000,2023-01-07 00:00:00,Saturday,분식,더움,1,겨울
우이락 광장시장점,166,17,5000,2023-01-08 00:00:00,Sunday,분식,더움,1,겨울
우이락 광장시장점,54,9,5000,2023-01-09 00:00:00,Monday,분식,비,0,겨울
우이락 광장시장점,87,10,5000,2023-01-10 00:00:00,Tuesday,분식,더움,0,겨울
우이락 광장시장점,13,2,5000,2023-01-11 00:00:00,Wednesday,분식,눈,0,겨울
우이락 광장시장점,191,26,5000,2023-01-12 00:00:00,Thursday,분식,눈,0,겨울
우이락 광장시장점,206,24,5000,2023-01-13 00:00:00,Friday,분식,맑음,0,겨울
우이락 광장시장점,85,13,5000,2023-01-14 00:00:00,Saturday,분식,더움,1,겨울
우이락 광장시장점,36,7,5000,2023-01-15 00:00:00,Sunday,분식,맑음,1,겨울
우이락 광장시장점,399,29,5000,2023-01-16 00:00:00,Monday,분식,비,0,겨울
우이락 광장시장점,26,5,5000,2023-01-17 00:00:00,Tuesday,분식,흐림,0,겨울
우이락 광장시장점,48,6,5000,2023-01-18 00:00:00,Wednesday,분식,흐림,0,겨울
우이락 광장시장점,242,20,5000,2023-01-19 00:00:00,Thursday,분식,흐림,0,겨울
우이락 광장시장점,10,2,5000,2023-01-20 00:00:00,Friday,분식,맑음,0,겨울
우이락 광장시장점,39,4,5000,2023-01-21 00:00:00,Saturday,분식,눈,1,겨울
우이락 광장시장점,147,28,5000,2023-01-22 00:00:00,Sunday,분식,비,1,겨울
우이락 광장시장점,73,12,5000,2023-01-23 00:00:00,Monday,분식,비,0,겨울
우이락 광장시장점,202,25,5000,2023-01-24 00:00:00,Tuesday,분식,더움,0,겨울
우이락 광장시장점,213,26,5000,2023-01-25 00:00:00,Wednesday,분식,맑음,0,겨울
우이락 광장시장점,227,26,5000,2023-01-26 00:00:00,Thursday,분식,비,0,겨울
우이락 광장시장점,130,19,5000,2023-01-27 00:00:00,Friday,분식,더움,0,겨울
우이락 광장시장점,166,17,5000,2023-01-28 00:00:00,Saturday,분식,더움,1,겨울
우이락 광장시장점,251,18,5000,2023-01-29 00:00:00,Sunday,분식,더움,1,겨울
우이락 광장시장점,160,28,5000,2023-01-30 00:00:00,Monday,분식,흐림,0,겨울
우이락 광장시장점,128,19,5000,2023-01-31 00:00:00,Tuesday,분식,맑음,0,겨울
우이락 광장시장점,71,11,5000,2023-02-01 00:00:00,Wednesday,분식,눈,0,겨울
우이락 광장시장점,150,30,5000,2023-02-02 00:00:00,Thursday,분식,비,0,겨울
우이락 광장시장점,8,1,5000,2023-02-03 00:00:00,Friday,분식,더움,0,겨울
우이락 광장시장점,137,25,5000,2023-02-04 00:00:00,Saturday,분식,더움,1,겨울
우이락 광장시장점,112,15,5000,2023-02-05 00:00:00,Sunday,분식,맑음,1,겨울
우이락 광장시장점,213,21,5000,2023-02-06 00:00:00,Monday,분식,맑음,0,겨울
우이락 광장시장점,31,6,5000,2023-02-07 00:00:00,Tuesday,분식,맑음,0,겨울
우이락 광장시장점,29,2,5000,2023-02-08 00:00:00,Wednesday,분식,비,0,겨울
우이락 광장시장점,423,24,5000,2023-02-09 00:00:00,Thursday,분식,눈,0,겨울
우이락 광장시장점,122,19,5000,2023-02-10 00:00:00,Friday,분식,흐림,0,겨울
우이락 광장시장점,120,24,5000,2023-02-11 00:00:00,Saturday,분식,맑음,1,겨울
우이락 광장시장점,35,4,5000,2023-02-12 00:00:00,Sunday,분식,더움,1,겨울
우이락 광장시장점,234,30,5000,2023-02-13 00:00:00,Monday,분식,맑음,0,겨울
우이락 광장시장점,241,28,5000,2023-02-14 00:00:00,Tuesday,분식,흐림,0,겨울
우이락 광장시장점,480,28,5000,2023-02-15 00:00:00,Wednesday,분식,비,0,겨울
우이락 광장시장점,62,7,5000,2023-02-16 00:00:00,Thursday,분식,눈,0,겨울
우이락 광장시장점,188,21,5000,2023-02-17 00:00:00,Friday,분식,더움,0,겨울
우이락 광장시장점,155,29,5000,2023-02-18 00:00:00,Saturday,분식,비,1,겨울
우이락 광장시장점,311,30,5000,2023-02-19 00:00:00,Sunday,분식,더움,1,겨울
우이락 광장시장점,83,13,5000,2023-02-20 00:00:00,Monday,분식,더움,0,겨울
우이락 광장시장점,87,6,5000,2023-02-21 00:00:00,Tuesday,분식,맑음,0,겨울
우이락 광장시장점,126,18,5000,2023-02-22 00:00:00,Wednesday,분식,눈,0,겨울
우이락 광장시장점,95,18,5000,2023-02-23 00:00:00,Thursday,분식,흐림,0,겨울
우이락 광장시장점,168,14,5000,2023-02-24 00:00:00,Friday,분식,흐림,0,겨울
우이락 광장시장점,161,15,5000,2023-02-25 00:00:00,Saturday,분식,맑음,1,겨울
우이락 광장시장점,194,29,5000,2023-02-26 00:00:00,Sunday,분식,눈,1,겨울
우이락 광장시장점,11,2,5000,2023-02-27 00:00:00,Monday,분식,더움,0,겨울
우이락 광장시장점,56,7,5000,2023-02-28 00:00:00,Tuesday,분식,비,0,겨울
우이락 광장시장점,165,15,5000,2023-03-01 00:00:00,Wednesday,분식,흐림,0,봄
우이락 광장시장점,172,24,5000,2023-03-02 00:00:00,Thursday,분식,더움,0,봄
우이락 광장시장점,302,27,5000,2023-03-03 00:00:00,Friday,분식,맑음,0,봄
우이락 광장시장점,17,1,5000,2023-03-04 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,25,4,5000,2023-03-05 00:00:00,Sunday,분식,흐림,1,봄
우이락 광장시장점,83,7,5000,2023-03-06 00:00:00,Monday,분식,눈,0,봄
우이락 광장시장점,382,21,5000,2023-03-07 00:00:00,Tuesday,분식,비,0,봄
우이락 광장시장점,79,15,5000,2023-03-08 00:00:00,Wednesday,분식,맑음,0,봄
우이락 광장시장점,226,15,5000,2023-03-09 00:00:00,Thursday,분식,흐림,0,봄
우이락 광장시장점,40,3,5000,2023-03-10 00:00:00,Friday,분식,눈,0,봄
우이락 광장시장점,154,26,5000,2023-03-11 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,100,15,5000,2023-03-12 00:00:00,Sunday,분식,비,1,봄
우이락 광장시장점,206,25,5000,2023-03-13 00:00:00,Monday,분식,비,0,봄
우이락 광장시장점,249,21,5000,2023-03-14 00:00:00,Tuesday,분식,흐림,0,봄
우이락 광장시장점,77,11,5000,2023-03-15 00:00:00,Wednesday,분식,비,0,봄
우이락 광장시장점,33,5,5000,2023-03-16 00:00:00,Thursday,분식,비,0,봄
우이락 광장시장점,314,25,5000,2023-03-17 00:00:00,Friday,분식,더움,0,봄
우이락 광장시장점,210,24,5000,2023-03-18 00:00:00,Saturday,분식,더움,1,봄
우이락 광장시장점,102,20,5000,2023-03-19 00:00:00,Sunday,분식,눈,1,봄
우이락 광장시장점,18,3,5000,2023-03-20 00:00:00,Monday,분식,더움,0,봄
우이락 광장시장점,90,13,5000,2023-03-21 00:00:00,Tuesday,분식,비,0,봄
우이락 광장시장점,445,24,5000,2023-03-22 00:00:00,Wednesday,분식,흐림,0,봄
우이락 광장시장점,136,14,5000,2023-03-23 00:00:00,Thursday,분식,비,0,봄
우이락 광장시장점,221,18,5000,2023-03-24 00:00:00,Friday,분식,비,0,봄
우이락 광장시장점,30,6,5000,2023-03-25 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,141,24,5000,2023-03-26 00:00:00,Sunday,분식,더움,1,봄
우이락 광장시장점,130,25,5000,2023-03-27 00:00:00,Monday,분식,더움,0,봄
우이락 광장시장점,121,21,5000,2023-03-28 00:00:00,Tuesday,분식,눈,0,봄
우이락 광장시장점,23,3,5000,2023-03-29 00:00:00,Wednesday,분식,더움,0,봄
우이락 광장시장점,92,9,5000,2023-03-30 00:00:00,Thursday,분식,맑음,0,봄
우이락 광장시장점,179,25,5000,2023-03-31 00:00:00,Friday,분식,흐림,0,봄
우이락 광장시장점,110,15,5000,2023-04-01 00:00:00,Saturday,분식,더움,1,봄
우이락 광장시장점,289,25,5000,2023-04-02 00:00:00,Sunday,분식,비,1,봄
우이락 광장시장점,218,12,5000,2023-04-03 00:00:00,Monday,분식,흐림,0,봄
우이락 광장시장점,173,20,5000,2023-04-04 00:00:00,Tuesday,분식,눈,0,봄
우이락 광장시장점,17,3,5000,2023-04-05 00:00:00,Wednesday,분식,더움,0,봄
우이락 광장시장점,108,13,5000,2023-04-06 00:00:00,Thursday,분식,맑음,0,봄
우이락 광장시장점,99,19,5000,2023-04-07 00:00:00,Friday,분식,더움,0,봄
우이락 광장시장점,140,13,5000,2023-04-08 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,77,7,5000,2023-04-09 00:00:00,Sunday,분식,더움,1,봄
우이락 광장시장점,27,4,5000,2023-04-10 00:00:00,Monday,분식,비,0,봄
우이락 광장시장점,216,24,5000,2023-04-11 00:00:00,Tuesday,분식,더움,0,봄
우이락 광장시장점,52,10,5000,2023-04-12 00:00:00,Wednesday,분식,비,0,봄
우이락 광장시장점,71,9,5000,2023-04-13 00:00:00,Thursday,분식,더움,0,봄
우이락 광장시장점,101,20,5000,2023-04-14 00:00:00,Friday,분식,비,0,봄
우이락 광장시장점,185,21,5000,2023-04-15 00:00:00,Saturday,분식,맑음,1,봄
우이락 광장시장점,390,23,5000,2023-04-16 00:00:00,Sunday,분식,더움,1,봄
우이락 광장시장점,71,13,5000,2023-04-17 00:00:00,Monday,분식,맑음,0,봄
우이락 광장시장점,52,9,5000,2023-04-18 00:00:00,Tuesday,분식,더움,0,봄
우이락 광장시장점,151,19,5000,2023-04-19 00:00:00,Wednesday,분식,눈,0,봄
우이락 광장시장점,79,11,5000,2023-04-20 00:00:00,Thursday,분식,흐림,0,봄
우이락 광장시장점,18,1,5000,2023-04-21 00:00:00,Friday,분식,흐림,0,봄
우이락 광장시장점,97,19,5000,2023-04-22 00:00:00,Saturday,분식,눈,1,봄
우이락 광장시장점,69,12,5000,2023-04-23 00:00:00,Sunday,분식,더움,1,봄
우이락 광장시장점,85,14,5000,2023-04-24 00:00:00,Monday,분식,흐림,0,봄
우이락 광장시장점,271,22,5000,2023-04-25 00:00:00,Tuesday,분식,비,0,봄
우이락 광장시장점,165,24,5000,2023-04-26 00:00:00,Wednesday,분식,흐림,0,봄
우이락 광장시장점,146,8,5000,2023-04-27 00:00:00,Thursday,분식,비,0,봄
우이락 광장시장점,205,16,5000,2023-04-28 00:00:00,Friday,분식,더움,0,봄
우이락 광장시장점,410,25,5000,2023-04-29 00:00:00,Saturday,분식,맑음,1,봄
우이락 광장시장점,141,21,5000,2023-04-30 00:00:00,Sunday,분식,비,1,봄
우이락 광장시장점,169,25,5000,2023-05-01 00:00:00,Monday,분식,맑음,0,봄
우이락 광장시장점,153,26,5000,2023-05-02 00:00:00,Tuesday,분식,맑음,0,봄
우이락 광장시장점,52,8,5000,2023-05-03 00:00:00,Wednesday,분식,비,0,봄
우이락 광장시장점,55,9,5000,2023-05-04 00:00:00,Thursday,분식,눈,0,봄
우이락 광장시장점,181,28,5000,2023-05-05 00:00:00,Friday,분식,비,0,봄
우이락 광장시장점,39,5,5000,2023-05-06 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,305,27,5000,2023-05-07 00:00:00,Sunday,분식,눈,1,봄
우이락 광장시장점,162,27,5000,2023-05-08 00:00:00,Monday,분식,더움,0,봄
우이락 광장시장점,17,1,5000,2023-05-09 00:00:00,Tuesday,분식,흐림,0,봄
우이락 광장시장점,371,29,5000,2023-05-10 00:00:00,Wednesday,분식,맑음,0,봄
우이락 광장시장점,109,6,5000,2023-05-11 00:00:00,Thursday,분식,비,0,봄
우이락 광장시장점,36,7,5000,2023-05-12 00:00:00,Friday,분식,눈,0,봄
우이락 광장시장점,269,24,5000,2023-05-13 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,187,11,5000,2023-05-14 00:00:00,Sunday,분식,흐림,1,봄
우이락 광장시장점,104,12,5000,2023-05-15 00:00:00,Monday,분식,더움,0,봄
우이락 광장시장점,59,6,5000,2023-05-16 00:00:00,Tuesday,분식,비,0,봄
우이락 광장시장점,172,18,5000,2023-05-17 00:00:00,Wednesday,분식,비,0,봄
우이락 광장시장점,173,21,5000,2023-05-18 00:00:00,Thursday,분식,눈,0,봄
우이락 광장시장점,119,12,5000,2023-05-19 00:00:00,Friday,분식,흐림,0,봄
우이락 광장시장점,245,26,5000,2023-05-20 00:00:00,Saturday,분식,더움,1,봄
우이락 광장시장점,287,19,5000,2023-05-21 00:00:00,Sunday,분식,맑음,1,봄
우이락 광장시장점,13,2,5000,2023-05-22 00:00:00,Monday,분식,눈,0,봄
우이락 광장시장점,233,24,5000,2023-05-23 00:00:00,Tuesday,분식,눈,0,봄
우이락 광장시장점,142,26,5000,2023-05-24 00:00:00,Wednesday,분식,비,0,봄
우이락 광장시장점,35,2,5000,2023-05-25 00:00:00,Thursday,분식,비,0,봄
우이락 광장시장점,7,1,5000,2023-05-26 00:00:00,Friday,분식,흐림,0,봄
우이락 광장시장점,245,23,5000,2023-05-27 00:00:00,Saturday,분식,흐림,1,봄
우이락 광장시장점,137,23,5000,2023-05-28 00:00:00,Sunday,분식,맑음,1,봄
우이락 광장시장점,78,9,5000,2023-05-29 00:00:00,Monday,분식,눈,0,봄
우이락 광장시장점,176,25,5000,2023-05-30 00:00:00,Tuesday,분식,더움,0,봄
우이락 광장시장점,68,9,5000,2023-05-31 00:00:00,Wednesday,분식,맑음,0,봄
우이락 광장시장점,116,15,5000,2023-06-01 00:00:00,Thursday,분식,더움,0,여름
우이락 광장시장점,159,21,5000,2023-06-02 00:00:00,Friday,분식,흐림,0,여름
우이락 광장시장점,56,7,5000,2023-06-03 00:00:00,Saturday,분식,맑음,1,여름
우이락 광장시장점,153,29,5000,2023-06-04 00:00:00,Sunday,분식,눈,1,여름
우이락 광장시장점,36,5,5000,2023-06-05 00:00:00,Monday,분식,맑음,0,여름
우이락 광장시장점,32,5,5000,2023-06-06 00:00:00,Tuesday,분식,눈,0,여름
우이락 광장시장점,70,5,5000,2023-06-07 00:00:00,Wednesday,분식,비,0,여름
우이락 광장시장점,213,21,5000,2023-06-08 00:00:00,Thursday,분식,맑음,0,여름
우이락 광장시장점,287,28,5000,2023-06-09 00:00:00,Friday,분식,눈,0,여름
우이락 광장시장점,30,5,5000,2023-06-10 00:00:00,Saturday,분식,흐림,1,여름
우이락 광장시장점,72,7,5000,2023-06-11 00:00:00,Sunday,분식,비,1,여름
우이락 광장시장점,125,24,5000,2023-06-12 00:00:00,Monday,분식,맑음,0,여름
우이락 광장시장점,5,1,5000,2023-06-13 00:00:00,Tuesday,분식,더움,0,여름
우이락 광장시장점,53,5,5000,2023-06-14 00:00:00,Wednesday,분식,흐림,0,여름
우이락 광장시장점,120,17,5000,2023-06-15 00:00:00,Thursday,분식,더움,0,여름
우이락 광장시장점,146,29,5000,2023-06-16 00:00:00,Friday,분식,맑음,0,여름
우이락 광장시장점,245,19,5000,2023-06-17 00:00:00,Saturday,분식,비,1,여름
우이락 광장시장점,414,24,5000,2023-06-18 00:00:00,Sunday,분식,더움,1,여름
우이락 광장시장점,72,6,5000,2023-06-19 00:00:00,Monday,분식,맑음,0,여름
우이락 광장시장점,145,17,5000,2023-06-20 00:00:00,Tuesday,분식,맑음,0,여름
우이락 광장시장점,123,19,5000,2023-06-21 00:00:00,Wednesday,분식,더움,0,여름
우이락 광장시장점,130,15,5000,2023-06-22 00:00:00,Thursday,분식,비,0,여름
우이락 광장시장점,66,11,5000,2023-06-23 00:00:00,Friday,분식,흐림,0,여름
우이락 광장시장점,46,8,5000,2023-06-24 00:00:00,Saturday,분식,맑음,1,여름
우이락 광장시장점,127,8,5000,2023-06-25 00:00:00,Sunday,분식,더움,1,여름
우이락 광장시장점,65,13,5000,2023-06-26 00:00:00,Monday,분식,맑음,0,여름
우이락 광장시장점,89,7,5000,2023-06-27 00:00:00,Tuesday,분식,맑음,0,여름
우이락 광장시장점,50,5,5000,2023-06-28 00:00:00,Wednesday,분식,흐림,0,여름
우이락 광장시장점,123,18,5000,2023-06-29 00:00:00,Thursday,분식,흐림,0,여름
우이락 광장시장점,149,22,5000,2023-06-30 00:00:00,Friday,분식,흐림,0,여름
우이락 광장시장점,315,25,5000,2023-07-01 00:00:00,Saturday,분식,비,1,여름
우이락 광장시장점,31,4,5000,2023-07-02 00:00:00,Sunday,분식,맑음,1,여름
우이락 광장시장점,125,7,5000,2023-07-03 00:00:00,Monday,분식,더움,0,여름
우이락 광장시장점,383,30,5000,2023-07-04 00:00:00,Tuesday,분식,흐림,0,여름
우이락 광장시장점,215,17,5000,2023-07-05 00:00:00,Wednesday,분식,눈,0,여름
우이락 광장시장점,154,25,5000,2023-07-06 00:00:00,Thursday,분식,눈,0,여름
우이락 광장시장점,47,8,5000,2023-07-07 00:00:00,Friday,분식,흐림,0,여름
우이락 광장시장점,215,24,5000,2023-07-08 00:00:00,Saturday,분식,맑음,1,여름
우이락 광장시장점,143,16,5000,2023-07-09 00:00:00,Sunday,분식,눈,1,여름
우이락 광장시장점,5,1,5000,2023-07-10 00:00:00,Monday,분식,눈,0,여름
우이락 광장시장점,97,16,5000,2023-07-11 00:00:00,Tuesday,분식,흐림,0,여름
우이락 광장시장점,192,15,5000,2023-07-12 00:00:00,Wednesday,분식,흐림,0,여름
우이락 광장시장점,28,4,5000,2023-07-13 00:00:00,Thursday,분식,흐림,0,여름
우이락 광장시장점,165,23,5000,2023-07-14 00:00:00,Friday,분식,눈,0,여름
우이락 광장시장점,136,18,5000,2023-07-15 00:00:00,Saturday,분식,눈,1,여름
우이락 광장시장점,158,10,5000,2023-07-16 00:00:00,Sunday,분식,맑음,1,여름
우이락 광장시장점,97,7,5000,2023-07-17 00:00:00,Monday,분식,맑음,0,여름
우이락 광장시장점,273,21,5000,2023-07-18 00:00:00,Tuesday,분식,맑음,0,여름
우이락 광장시장점,6,1,5000,2023-07-19 00:00:00,Wednesday,분식,비,0,여름
우이락 광장시장점,314,18,5000,2023-07-20 00:00:00,Thursday,분식,흐림,0,여름
우이락 광장시장점,300,26,5000,2023-07-21 00:00:00,Friday,분식,눈,0,여름
우이락 광장시장점,468,27,5000,2023-07-22 00:00:00,Saturday,분식,눈,1,여름
우이락 광장시장점,191,28,5000,2023-07-23 00:00:00,Sunday,분식,비,1,여름
우이락 광장시장점,247,19,5000,2023-07-24 00:00:00,Monday,분식,흐림,0,여름
우이락 광장시장점,194,12,5000,2023-07-25 00:00:00,Tuesday,분식,맑음,0,여름
우이락 광장시장점,69,12,5000,2023-07-26 00:00:00,Wednesday,분식,비,0,여름
우이락 광장시장점,92,18,5000,2023-07-27 00:00:00,Thursday,분식,흐림,0,여름
우이락 광장시장점,47,7,5000,2023-07-28 00:00:00,Friday,분식,눈,0,여름
우이락 광장시장점,130,17,5000,2023-07-29 00:00:00,Saturday,분식,더움,1,여름
우이락 광장시장점,47,7,5000,2023-07-30 00:00:00,Sunday,분식,더움,1,여름
우이락 광장시장점,45,7,5000,2023-07-31 00:00:00,Monday,분식,맑음,0,여름
우이락 광장시장점,12,1,5000,2023-08-01 00:00:00,Tuesday,분식,눈,0,여름
우이락 광장시장점,144,26,5000,2023-08-02 00:00:00,Wednesday,분식,눈,0,여름
우이락 광장시장점,23,4,5000,2023-08-03 00:00:00,Thursday,분식,맑음,0,여름
우이락 광장시장점,16,1,5000,2023-08-04 00:00:00,Friday,분식,눈,0,여름
우이락 광장시장점,10,2,5000,2023-08-05 00:00:00,Saturday,분식,비,1,여름
우이락 광장시장점,21,2,5000,2023-08-06 00:00:00,Sunday,분식,더움,1,여름
우이락 광장시장점,7,1,5000,2023-08-07 00:00:00,Monday,분식,비,0,여름
우이락 광장시장점,234,28,5000,2023-08-08 00:00:00,Tuesday,분식,눈,0,여름
우이락 광장시장점,142,24,5000,2023-08-09 00:00:00,Wednesday,분식,눈,0,여름
우이락 광장시장점,150,9,5000,2023-08-10 00:00:00,Thursday,분식,더움,0,여름
우이락 광장시장점,70,6,5000,2023-08-11 00:00:00,Friday,분식,맑음,0,여름
우이락 광장시장점,11,2,5000,2023-08-12 00:00:00,Saturday,분식,비,1,여름
우이락 광장시장점,122,24,5000,2023-08-13 00:00:00,Sunday,분식,비,1,여름
우이락 광장시장점,184,10,5000,2023-08-14 00:00:00,Monday,분식,눈,0,여름
우이락 광장시장점,94,10,5000,2023-08-15 00:00:00,Tuesday,분식,눈,0,여름
우이락 광장시장점,38,6,5000,2023-08-16 00:00:00,Wednesday,분식,비,0,여름
우이락 광장시장점,207,28,5000,2023-08-17 00:00:00,Thursday,분식,비,0,여름
우이락 광장시장점,264,15,5000,2023-08-18 00:00:00,Friday,분식,흐림,0,여름
